
4055;1214;906;880;2837;1980
4175;1818;1358;1320;2819;1960
4205;2122;1585;1541;2821;1957
4245;2273;1698;1650;2820;1957
4285;2349;1754;1705;2817;1956
4325;2387;1782;1733;2816;1957
4355;2407;1797;1747;2815;1960
4395;2418;1804;1754;2820;1957
4435;2418;1808;1757;2820;1959
4475;2422;1809;1759;2823;1957
4505;2423;1810;1760;2823;1960
4545;2424;1810;1760;2823;1958
4585;2425;1811;1761;2817;1954
4625;2426;1811;1761;2816;1953
4655;2427;1811;1760;2822;1948
4695;2428;1811;1761;2820;1948
4735;2428;1811;1761;2820;1944
4775;2427;1811;1761;2818;1945
4805;2427;1811;1761;2817;1940
4845;2427;1811;1761;2820;1939
4885;2427;1811;1761;2818;1939
4925;2427;1811;1762;2818;1941
4955;2427;1811;1762;2818;1941
4995;2428;1812;1762;2817;1942
5035;2427;1812;1761;2816;1943
5075;2427;1812;1761;2820;1943
5105;2427;1812;1761;2820;1943
5145;2427;1812;1761;2821;1940
5185;2427;1811;1761;2821;1941
5225;2426;1811;1762;2821;1939
5255;2426;1811;1761;2815;1940
5295;2427;1811;1761;2816;1941
5335;2427;1811;1761;2814;1943
5375;2426;1811;1761;2816;1944
5405;2427;1811;1761;2815;1942
5445;2427;1811;1761;2817;1941
5485;2427;1811;1761;2814;1940
5525;2427;1811;1761;2811;1940
5555;2426;1811;1762;2812;1937
5595;2427;1811;1762;2807;1938
5635;2427;1811;1762;2802;1938
5675;2427;1811;1762;2799;1934
5705;2427;1811;1761;2779;1934
5745;2427;1811;1761;2760;1943
5785;2429;1811;1761;2758;1941
5825;2430;1811;1761;2756;1943
5855;2431;1811;1761;2759;1942
5895;2431;1811;1762;2759;1941
5935;2431;1811;1762;2763;1942
5975;2430;1811;1762;2757;1947
6005;2430;1811;1762;2754;1948
6045;2430;1811;1761;2748;1953
6085;2429;1811;1761;2743;1953
6125;2430;1811;1761;2743;1957
6155;2428;1811;1762;2737;1960
6195;2430;1811;1762;2735;1959
6235;2429;1811;1762;2735;1957
6275;2430;1810;1761;2735;1957
6305;2429;1811;1761;2738;1956
6345;2429;1811;1761;2739;1956
6385;2430;1811;1761;2740;1954
6425;2430;1811;1761;2736;1952
6455;2429;1811;1761;2740;1952
6495;2429;1811;1761;2739;1950
6535;2429;1811;1761;2738;1949
6575;2430;1811;1761;2735;1954
6605;2429;1811;1762;2736;1954
6645;2429;1811;1762;2736;1955
6685;2429;1811;1762;2733;1954
6725;2429;1811;1762;2731;1954
6755;2429;1811;1762;2733;1955
6795;2429;1811;1761;2734;1955
6835;2429;1811;1761;2733;1954
6875;2429;1811;1761;2734;1956
6905;2430;1811;1761;2735;1955
6945;2429;1811;1761;2735;1955
6985;2429;1811;1762;2736;1954
7025;2429;1811;1762;2736;1953
7055;2429;1811;1762;2736;1953
7095;2429;1811;1762;2736;1955
7135;2429;1811;1762;2736;1954
7175;2429;1811;1762;2734;1956
7205;2429;1811;1761;2736;1956
7245;2430;1811;1761;2731;1957
7285;2429;1812;1761;2736;1959
7325;2428;1811;1760;2733;1958
7355;2428;1811;1761;2728;1959
7395;2427;1811;1761;2730;1959
7435;2427;1811;1761;2730;1961
7475;2427;1811;1761;2727;1960
7505;2428;1811;1761;2729;1960
7545;2428;1811;1761;2730;1959
7585;2428;1811;1760;2730;1959
7625;2428;1811;1761;2729;1959
7655;2428;1811;1761;2728;1959
7695;2428;1811;1761;2726;1957
7735;2428;1811;1761;2727;1957
7775;2427;1811;1761;2728;1957
7805;2427;1811;1761;2727;1959
7845;2427;1811;1761;2728;1958
7885;2427;1811;1761;2727;1960
7925;2427;1811;1761;2727;1960
7955;2427;1811;1761;2727;1957
7995;2427;1811;1760;2726;1958
8035;2427;1811;1760;2727;1959
8075;2427;1811;1760;2728;1959
8105;2428;1811;1760;2726;1958
8145;2428;1811;1761;2728;1958
8185;2428;1812;1761;2726;1958
8225;2428;1811;1761;2723;1956
8255;2427;1810;1761;2724;1956
8295;2426;1811;1761;2722;1959
8335;2427;1811;1761;2718;1959
8375;2427;1811;1761;2716;1957
8405;2427;1811;1761;2720;1956
8415;2426;1812;1760;2720;1957
8465;2427;1812;1761;2717;1955
8505;2428;1812;1761;2721;1954
8545;2427;1811;1761;2721;1956
8585;2426;1811;1761;2721;1955
8625;2427;1811;1761;2721;1954
8665;2427;1811;1761;2724;1953
8705;2427;1811;1761;2723;1954
8745;2426;1811;1761;2722;1953
8785;2427;1811;1761;2716;1951
8815;2427;1811;1761;2722;1951
8855;2427;1811;1761;2717;1954
8895;2422;1810;1761;2712;1958
8935;2425;1811;1761;2714;1959
8975;2426;1811;1761;2727;1937
9005;2426;1811;1762;2758;1910
9045;2426;1811;1762;2788;1891
9085;2429;1812;1762;2814;1869
9125;2429;1811;1761;2827;1871
9155;2428;1812;1762;2829;1875
9225;2428;1812;1762;2822;1871
9265;2428;1811;1762;2818;1871
9305;2428;1811;1762;2818;1877
9345;2427;1811;1762;2818;1871
9385;2426;1811;1762;2817;1873
9425;2426;1811;1762;2815;1873
9455;2426;1811;1762;2818;1871
9495;2426;1812;1761;2816;1869
9535;2426;1812;1762;2810;1866
9565;2425;1811;1762;2809;1863
9605;2426;1810;1761;2811;1859
9645;2426;1811;1761;2811;1855
9685;2426;1811;1762;2811;1853
9725;2426;1811;1761;2809;1852
9755;2426;1811;1760;2808;1852
9795;2426;1812;1761;2808;1854
9835;2426;1811;1762;2808;1854
9875;2428;1811;1762;2811;1856
9905;2427;1811;1762;2811;1857
9935;2426;1811;1762;2809;1858
9975;2426;1811;1761;2812;1856
10015;2425;1812;1762;2809;1853
10055;2425;1812;1761;2813;1850
10095;2425;1812;1761;2814;1856
10135;2426;1812;1761;2810;1857
10175;2425;1811;1761;2785;1859
10205;2426;1811;1761;2747;1879
10245;2425;1811;1761;2715;1887
10285;2425;1811;1762;2680;1910
10315;2427;1811;1762;2652;1920
10355;2428;1811;1761;2649;1933
10395;2428;1811;1761;2648;1938
10435;2424;1811;1761;2644;1947
10455;2418;1812;1761;2644;1948
10475;2413;1812;1761;2644;1949
10505;2409;1812;1761;2640;1952
10545;2406;1812;1761;2639;1961
10585;2404;1812;1761;2637;1959
10625;2404;1812;1761;2636;1958
10655;2407;1812;1761;2635;1959
10685;2409;1811;1761;2632;1961
10725;2413;1811;1762;2629;1963
10765;2413;1811;1761;2629;1961
10805;2414;1811;1761;2630;1960
10845;2411;1811;1761;2623;1969
10885;2408;1811;1760;2626;1976
10925;2404;1811;1761;2624;1982
10955;2399;1811;1761;2625;1984
10995;2398;1811;1761;2620;1990
11035;2391;1811;1761;2616;1990
11065;2385;1811;1761;2617;1993
11105;2381;1812;1761;2618;1995
11145;2371;1812;1761;2613;2001
11185;2363;1811;1761;2613;2003
11225;2358;1811;1761;2611;2001
11255;2352;1811;1761;2608;2000
11295;2350;1811;1761;2606;2003
11335;2346;1811;1761;2606;2003
11375;2343;1811;1761;2605;2005
11405;2334;1811;1761;2606;2006
11475;2330;1811;1761;2598;2004
11515;2326;1811;1761;2602;2007
11555;2318;1811;1761;2602;2008
11595;2313;1808;1761;2599;2010
11635;2307;1805;1761;2601;2021
11675;2301;1802;1761;2599;2023
11705;2300;1793;1761;2597;2019
11745;2292;1789;1761;2600;2020
11785;2282;1785;1761;2599;2017
11815;2272;1780;1761;2600;2014
11855;2261;1778;1761;2602;2016
11895;2256;1773;1761;2600;2020
11935;2251;1769;1761;2598;2023
11975;2245;1764;1761;2595;2024
12005;2240;1763;1761;2598;2021
12045;2235;1751;1760;2598;2022
12085;2222;1746;1761;2600;2021
12125;2208;1742;1761;2605;2027
12155;2201;1740;1761;2600;2024
12185;2194;1730;1760;2604;2025
12225;2189;1690;1759;2603;2025
12265;2175;1615;1759;2600;2027
12305;2170;1656;1759;2604;2025
12345;2167;1678;1758;2604;2028
12385;2157;1684;1756;2602;2027
12425;2145;1688;1755;2595;2027
12455;2131;1689;1754;2592;2027
12495;2072;1681;1753;2582;2023
12535;2032;1674;1751;2572;2019
12565;2010;1667;1749;2578;2024
12605;1994;1661;1746;2577;2023
12645;1985;1644;1744;2574;2020
12685;1975;1643;1741;2569;2023
12725;1960;1642;1740;2581;2029
12755;1951;1641;1739;2582;2035
12795;1944;1631;1738;2580;2040
12835;1938;1626;1737;2590;2059
12875;1929;1619;1736;2591;2058
12955;1915;1614;1737;2576;2055
13025;1899;1609;1736;2568;2061
13065;1886;1602;1734;2564;2063
13105;1873;1594;1733;2553;2069
13145;1856;1589;1732;2548;2072
13185;1849;1578;1730;2551;2073
13225;1840;1565;1726;2547;2073
13255;1834;1540;1724;2547;2079
13295;1824;1542;1723;2543;2082
13335;1813;1535;1723;2557;2084
13375;1802;1538;1721;2551;2087
13405;1792;1539;1719;2554;2091
13445;1780;1535;1716;2563;2101
13485;1777;1532;1715;2548;2114
13525;1771;1528;1713;2554;2109
13555;1756;1517;1713;2551;2126
13595;1750;1509;1710;2555;2121
13635;1727;1497;1708;2541;2125
13675;1725;1495;1707;2539;2123
13705;1693;1492;1706;2538;2138
13745;1666;1490;1705;2534;2146
13785;1629;1487;1704;2538;2147
13825;1582;1479;1701;2536;2150
13855;1556;1476;1700;2537;2164
13895;1541;1471;1698;2537;2172
13935;1530;1459;1696;2531;2172
13975;1523;1441;1694;2522;2191
14005;1513;1438;1693;2523;2193
14045;1502;1438;1691;2506;2207
14085;1490;1435;1690;2510;2216
14125;1484;1429;1687;2501;2221
14155;1468;1419;1685;2499;2240
14195;1462;1417;1683;2500;2263
14235;1453;1412;1679;2498;2267
14275;1437;1400;1676;2502;2275
14305;1433;1394;1674;2503;2285
14345;1427;1393;1672;2500;2284
14385;1416;1387;1671;2497;2293
14425;1406;1380;1669;2490;2310
14455;1399;1375;1669;2499;2316
14495;1390;1347;1669;2497;2321
14535;1383;1348;1669;2496;2322
14575;1377;1344;1667;2494;2334
14605;1362;1343;1665;2484;2343
14645;1351;1335;1663;2486;2346
14685;1341;1328;1661;2481;2372
14725;1330;1320;1659;2476;2387
14755;1322;1309;1656;2470;2392
14795;1315;1301;1653;2461;2403
14835;1309;1291;1651;2459;2405
14875;1299;1284;1648;2460;2414
14905;1291;1278;1648;2452;2433
14945;1286;1271;1646;2456;2456
14985;1273;1261;1645;2455;2477
15025;1265;1253;1644;2459;2502
15055;1257;1249;1643;2452;2510
15095;1248;1241;1641;2433;2524
15135;1242;1218;1640;2443;2551
15175;1231;1218;1637;2471;2604
15205;1217;1219;1636;2471;2601
15245;1210;1215;1635;2432;2619
15285;1201;1202;1633;2441;2622
15315;1194;1192;1632;2425;2659
15355;1188;1191;1631;2415;2676
15395;1183;1189;1632;2423;2716
15435;1175;1181;1632;2424;2710
15475;1165;1173;1631;2422;2725
15505;1159;1168;1629;2434;2736
15545;1153;1151;1627;2449;2761
15585;1147;1149;1626;2438;2779
15625;1139;1145;1625;2434;2805
15655;1134;1141;1625;2438;2821
15695;1126;1135;1625;2443;2842
15705;1122;1131;1625;2452;2853
15755;1117;1126;1624;2452;2891
15795;1111;1121;1621;2442;2911
15845;1105;1117;1617;2450;2939
15885;1095;1113;1615;2451;2966
15925;1088;1106;1613;2453;2987
15955;1082;1102;1611;2460;3006
15995;1078;1098;1610;2434;3043
16035;1075;1095;1608;2425;3061
16075;1067;1088;1606;2420;3068
16105;1058;1081;1605;2416;3078
16145;1051;1079;1604;2415;3089
16175;1046;1074;1604;2424;3097
16215;1042;1070;1603;2418;3121
16255;1036;1066;1602;2416;3132
16295;1031;1060;1601;2415;3152
16335;1027;1056;1598;2413;3177
16375;1025;1052;1596;2405;3231
16405;1022;1054;1596;2405;3267
16445;1016;1049;1595;2507;3485
16485;1013;1043;1595;2526;3524
16525;1007;1038;1594;2534;3557
16555;1003;1036;1594;2548;3572
16595;1002;1036;1594;2553;3584
16635;1001;1036;1594;2549;3573
16675;1000;1035;1594;2551;3567
16705;1000;1035;1594;2553;3561
16745;1001;1035;1594;2554;3557
16785;1001;1035;1594;2554;3553
16825;1001;1035;1593;2555;3549
16855;1000;1035;1593;2555;3548
16895;1000;1035;1593;2563;3536
16935;1000;1035;1594;2563;3460
16975;1000;1035;1593;2563;3306
17005;999;1036;1594;2577;3210
17045;1000;1036;1594;2577;3121
17085;1000;1036;1594;2591;3020
17115;1000;1036;1594;2595;2899
17155;1000;1036;1594;2609;2755
17195;1000;1036;1594;2613;2677
17235;1002;1036;1594;2627;2595
17305;1004;1036;1594;2633;2496
17345;1005;1036;1594;2634;2450
17385;1009;1036;1594;2637;2432
17425;1012;1035;1594;2639;2421
17455;1013;1036;1593;2636;2425
17495;1014;1036;1594;2643;2432
17535;1015;1036;1594;2636;2440
17575;1015;1036;1594;2631;2458
17605;1015;1036;1594;2612;2504
17645;1015;1036;1593;2598;2628
17685;1015;1036;1593;2591;2732
17715;1016;1036;1594;2583;2801
17755;1015;1036;1593;2576;2875
17795;1015;1036;1593;2573;2939
17835;1016;1036;1593;2575;3014
17875;1015;1035;1593;2559;3072
17905;1016;1035;1594;2552;3138
17945;1014;1035;1594;2552;3210
17985;1012;1036;1593;2547;3279
18025;1006;1035;1593;2546;3381
18055;1003;1034;1594;2556;3456
18095;1000;1032;1594;2560;3509
18135;994;1027;1594;2565;3539
18175;989;1021;1593;2627;3727
18255;986;1016;1593;2642;3764
18295;984;1014;1593;2641;3752
18335;983;1013;1593;2642;3742
18375;983;1012;1593;2637;3738
18415;982;1012;1593;2638;3732
18455;983;1012;1593;2635;3720
18495;982;1012;1593;2633;3719
18535;983;1012;1593;2635;3731
18575;983;1012;1593;2645;3675
18605;982;1012;1593;2647;3601
18645;982;1012;1593;2664;3451
18685;983;1012;1593;2660;3295
18725;982;1012;1593;2661;3209
18755;982;1012;1593;2666;3133
18795;982;1012;1592;2676;2973
18835;982;1012;1592;2660;2830
18875;983;1012;1592;2665;2722
18905;985;1012;1592;2663;2660
18945;992;1013;1592;2670;2592
18985;995;1013;1592;2689;2544
19025;1003;1013;1591;2696;2515
19055;1008;1013;1591;2700;2503
19095;1011;1013;1592;2706;2486
19135;1014;1013;1591;2708;2487
19175;1015;1013;1592;2705;2490
19205;1016;1013;1592;2705;2497
19245;1018;1013;1591;2709;2502
19285;1017;1012;1591;2687;2547
19325;1017;1013;1591;2670;2661
19355;1018;1013;1592;2650;2733
19395;1017;1013;1592;2636;2857
19435;1018;1012;1592;2631;2942
19475;1017;1013;1593;2633;3003
19505;1015;1013;1592;2629;3061
19545;1011;1013;1592;2638;3146
19585;1005;1013;1592;2639;3240
19625;1003;1013;1592;2632;3325
19655;1001;1013;1593;2634;3382
19695;997;1013;1593;2625;3484
19735;991;1013;1592;2626;3566
19775;988;1012;1592;2629;3663
19805;985;1011;1591;2625;3713
19845;982;1004;1592;2619;3755
19885;981;1001;1592;2615;3758
19925;980;999;1592;2618;3756
19955;979;999;1592;2615;3750
19995;978;999;1592;2614;3750
20035;979;998;1592;2615;3749
20075;978;998;1591;2612;3744
20105;979;998;1592;2613;3740
20145;978;998;1592;2628;3760
20185;977;998;1592;2642;3720
20225;978;998;1592;2642;3626
20255;978;998;1591;2639;3534
20295;978;998;1592;2663;3407
20335;979;998;1592;2663;3250
20375;978;999;1592;2663;3161
20405;978;999;1592;2673;3106
20445;978;999;1592;2680;2931
20485;979;999;1591;2689;2807
20525;980;999;1592;2692;2735
20555;982;999;1591;2703;2685
20595;983;999;1590;2723;2623
20635;990;999;1591;2732;2571
20675;996;999;1591;2739;2525
20705;998;999;1592;2739;2518
20745;1002;999;1592;2736;2513
20785;1003;999;1592;2733;2510
20825;1005;999;1592;2731;2516
20855;1006;1000;1591;2727;2518
20895;1007;1000;1592;2734;2521
20935;1006;1000;1591;2722;2573
20975;1007;1000;1592;2702;2681
21015;1007;1000;1592;2690;2772
21055;1008;999;1592;2671;2897
21095;1006;999;1592;2665;2966
21135;1005;1000;1592;2665;3026
21175;1002;1000;1592;2665;3125
21205;1001;1000;1592;2658;3200
21245;998;1000;1592;2660;3293
21285;991;999;1592;2652;3353
21355;987;999;1592;2641;3494
21395;984;999;1592;2638;3607
21435;983;999;1592;2632;3680
21475;980;998;1591;2628;3753
21505;979;997;1591;2626;3786
21545;979;995;1591;2628;3791
21585;979;993;1590;2629;3781
21615;978;991;1591;2629;3781
21655;978;991;1591;2627;3778
21695;978;990;1591;2625;3771
21735;978;990;1591;2624;3769
21775;977;990;1590;2621;3760
21805;977;990;1591;2624;3761
21845;976;990;1591;2647;3732
21885;975;990;1591;2649;3642
21915;975;990;1592;2648;3544
21955;975;990;1592;2679;3398
21995;975;990;1592;2676;3238
22035;975;990;1592;2677;3126
22065;974;990;1591;2684;3078
22105;975;990;1591;2695;2918
22145;976;991;1591;2706;2799
22185;977;991;1591;2696;2720
22225;980;991;1590;2704;2652
22255;982;991;1590;2708;2594
22325;989;991;1590;2717;2537
22365;995;991;1591;2722;2518
22405;998;991;1591;2716;2515
22445;999;991;1591;2710;2517
22485;1000;992;1591;2710;2517
22525;1000;992;1591;2708;2517
22555;1001;992;1591;2707;2521
22595;1002;992;1591;2687;2589
22635;1001;991;1591;2669;2698
22675;1001;992;1590;2647;2789
22705;1001;992;1590;2633;2882
22745;1001;992;1591;2624;2954
22785;1000;992;1590;2614;3052
22825;999;992;1590;2614;3157
22855;996;992;1591;2612;3232
22895;990;991;1591;2610;3331
22935;987;991;1591;2605;3394
22975;984;991;1591;2596;3469
23005;982;991;1590;2595;3553
23045;980;990;1590;2594;3664
23085;979;990;1591;2590;3721
23125;978;990;1590;2583;3774
23155;975;989;1590;2591;3802
23195;974;989;1590;2596;3798
23235;974;989;1590;2596;3797
23275;974;989;1590;2597;3793
23305;974;989;1589;2600;3792
23345;974;988;1590;2600;3793
23385;974;989;1590;2603;3799
23425;972;989;1590;2622;3800
23455;972;988;1590;2634;3792
23495;973;989;1590;2636;3738
23535;973;989;1590;2632;3613
23575;972;988;1590;2651;3470
23605;972;989;1590;2655;3323
23645;973;989;1590;2655;3168
23685;973;989;1590;2655;3104
23725;973;989;1590;2681;2952
23755;973;990;1590;2698;2847
23795;974;990;1590;2695;2748
23835;977;990;1590;2703;2691
23875;981;990;1590;2716;2616
23905;983;990;1590;2725;2567
23945;987;991;1590;2727;2535
23985;993;991;1591;2736;2517
24025;997;990;1590;2736;2512
24055;999;990;1590;2739;2514
24095;1000;990;1591;2740;2521
24135;1001;990;1591;2740;2522
24175;1001;990;1590;2740;2527
24205;1001;991;1590;2738;2552
24245;1001;991;1591;2712;2665
24285;1001;991;1590;2697;2751
24325;1001;991;1590;2678;2868
24355;1002;990;1590;2663;2926
24395;1002;990;1590;2654;2996
24435;1002;990;1590;2646;3085
24475;997;990;1590;2641;3191
24505;991;991;1591;2636;3257
24545;988;990;1591;2625;3337
24585;985;990;1591;2618;3401
24625;983;990;1590;2605;3484
24655;980;990;1590;2601;3558
24695;979;990;1590;2601;3655
24735;978;990;1590;2593;3715
24805;976;990;1590;2589;3762
24845;975;989;1590;2579;3761
24885;975;988;1590;2575;3761
24925;975;987;1589;2580;3759
24965;973;987;1590;2582;3757
25025;973;987;1590;2579;3762
25045;973;987;1590;2579;3762
25065;972;987;1590;2584;3758
25105;971;987;1589;2597;3749
25145;972;987;1589;2595;3698
25185;972;987;1590;2610;3610
25225;972;988;1589;2626;3444
25255;972;988;1589;2612;3313
25295;972;988;1590;2612;3154
25335;973;988;1590;2625;3073
25375;972;988;1590;2629;2964
25455;973;988;1590;2662;2706
25495;977;988;1590;2668;2638
25535;980;987;1590;2682;2567
25585;982;988;1590;2699;2532
25625;987;988;1591;2701;2513
25665;994;988;1590;2699;2504
25705;998;987;1590;2705;2495
25745;1000;988;1591;2707;2501
25785;1001;988;1591;2704;2502
25825;1001;988;1590;2705;2501
25855;1001;988;1590;2712;2513
25895;1001;989;1590;2689;2598
25935;1001;988;1590;2679;2706
25975;1001;988;1590;2665;2812
26005;1001;988;1590;2641;2887
26045;1001;988;1591;2631;2975
26085;1000;989;1590;2627;3075
26125;994;988;1591;2628;3187
26155;989;988;1591;2619;3261
26195;985;988;1591;2616;3345
26235;983;988;1591;2614;3408
26275;982;988;1590;2598;3500
26305;979;989;1590;2609;3582
26345;978;988;1590;2617;3668
26385;977;987;1590;2604;3745
26425;974;988;1589;2599;3783
26455;974;988;1589;2601;3796
26495;974;988;1589;2600;3802
26535;973;988;1589;2606;3804
26575;972;987;1589;2608;3801
26605;973;987;1589;2608;3806
26645;973;987;1589;2620;3805
26685;972;987;1589;2624;3802
26725;972;987;1589;2627;3813
26755;973;987;1588;2633;3793
26795;972;987;1589;2639;3749
26835;972;987;1589;2654;3621
26875;972;987;1589;2670;3474
26905;972;988;1590;2678;3343
26945;971;987;1590;2682;3189
26985;972;987;1589;2691;3114
27025;972;987;1589;2708;2948
27055;971;988;1589;2719;2844
27095;973;988;1589;2725;2748
27135;976;988;1589;2738;2681
27175;980;987;1589;2749;2600
27205;983;987;1590;2757;2564
27245;984;988;1589;2760;2551
27285;988;988;1589;2764;2529
27325;992;987;1590;2761;2524
27355;994;987;1590;2764;2533
27395;995;987;1590;2761;2538
27435;995;987;1590;2758;2539
27475;996;988;1590;2747;2553
27505;996;988;1590;2728;2619
27545;995;988;1590;2703;2720
27585;995;988;1590;2686;2803
27625;994;988;1590;2665;2903
27655;995;987;1589;2651;2971
27695;991;987;1589;2645;3072
27735;990;988;1589;2638;3184
27775;988;987;1589;2622;3272
27855;985;987;1589;2612;3409
27895;982;988;1589;2604;3510
27975;980;988;1590;2578;3691
28015;978;987;1589;2573;3756
28055;975;986;1588;2571;3775
28095;974;986;1589;2570;3782
28135;973;986;1590;2570;3777
28175;972;986;1589;2571;3770
28205;971;986;1590;2568;3768
28245;972;985;1590;2561;3766
28285;972;985;1589;2571;3766
28325;971;986;1589;2568;3764
28355;971;985;1589;2565;3773
28395;971;985;1589;2587;3758
28435;971;985;1589;2594;3713
28475;971;985;1589;2613;3597
28505;972;985;1589;2617;3489
28545;971;985;1589;2629;3336
28585;971;985;1589;2635;3160
28625;971;985;1589;2648;3083
28655;971;986;1589;2658;3011
